"Index","Month_of_issue","District","Category","Year","Actual SPI Value","Probability","Actual Drought","0%","1%","2%","3%","4%","5%","6%","7%","8%","9%","10%","11%","12%","13%","14%","15%","16%","17%","18%","19%","20%","21%","22%","23%","24%","25%","26%","27%","28%","29%","30%","31%","32%","33%","34%","35%","36%","37%","38%","39%","40%","41%","42%","43%","44%","45%","46%","47%","48%","49%","50%","51%","52%","53%","54%","55%","56%","57%","58%","59%","60%","61%","62%","63%","64%","65%","66%","67%","68%","70%","71%","73%","74%"
"SPI ND",8,"Chibuto","Moderado",2018,-0.75,0.13,0,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Chibuto","Moderado",2019,-1.31,0.22,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Chibuto","Moderado",2020,0.41,0.2,0,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1993,0.73,0.15,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1994,0.34,0.23,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1995,-0.22,0.24,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1996,-2.05,0.23,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1997,-0.24,0.3,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1998,1.76,0.11,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1999,0.32,0.18,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2000,0.56,0.26,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2001,2.04,0.24,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2002,-0.23,0.46,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2003,-1.06,0.08,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2004,-0.78,0.32,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2005,0.22,0.14,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2006,0.47,0.29,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2007,1.15,0.25,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2008,0.84,0.26,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2009,-0.84,0.36,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2010,0.86,0.06,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2011,-0.46,0.36,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2012,-0.25,0.33,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2013,0.32,0.33,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2014,0.08,0.26,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2015,-1.24,0.45,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2016,1.15,0.1,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2017,-1.54,0.17,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2018,-0.47,0.2,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2019,-1.34,0.36,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",2020,0.04,0.28,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1993,-0.25,0.17,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1994,-0.91,0.2,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1995,1.37,0.24,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1996,0.67,0.04,0,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1997,0.8,0.36,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1998,0.92,0.33,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1999,-1.95,0.24,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2000,0.72,0.28,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2001,0.49,0.23,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2002,-0.9,0.2,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2003,-1.12,0.2,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2004,1.72,0.2,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2005,1.07,0.27,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2006,0.25,0.2,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2007,1.44,0.17,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2008,-1.24,0.21,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2009,1.16,0.24,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2010,0.38,0.01,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2011,-0.07,0.47,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2012,-0.37,0.16,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2013,-0.7,0.16,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2014,0.76,0.13,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2015,-0.99,0.31,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2016,0.46,0.16,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2017,-0.19,0.11,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2018,0.65,0.09,0,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2019,-0.86,0.11,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",2020,0.71,0.19,0,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
