"Index","Month_of_issue","District","Category","Years","Actual","Probability","Actual_Drought","Statistics","0%","1%","2%","3%","4%","5%","6%","7%","8%","9%","10%","11%","12%","13%","14%","15%","16%","17%","18%","19%","20%","21%","22%","23%","24%","25%","26%","27%","28%","29%","30%","31%","32%","33%","34%","35%","36%","37%","38%","39%","40%","41%","42%","43%","44%","45%","46%","47%","48%","49%","50%","51%","52%","53%","54%","55%","56%","57%","58%","59%","60%","61%","62%","63%","64%","65%","66%","67%","68%","70%","71%","73%","74%"
"SPI ND",10,"Guija","Leve",1995,-0.22,0.08,0,"HEIDKE",NA,0.02,NA,NA,NA,NA,0.05,0.08,0.11,NA,0.09,NA,0.15,0.06,0.1,NA,0,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.07,0.11,0.08,0.13,NA,0.18,0.05,NA,0.1,NA,-0.05,NA,NA,0,NA,NA,0.06,NA,NA,NA,NA,NA,0.12,0.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",10,"Guija","Moderado",1995,-0.22,0.03,0,"HEIDKE",0.02,NA,NA,0.03,0.09,0.01,0.03,NA,0.07,NA,0,NA,NA,NA,NA,-0.11,NA,NA,-0.09,-0.07,-0.05,-0.02,0.01,NA,0.07,NA,NA,NA,0.11,NA,-0.02,0.03,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.06,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",10,"Guija","Severo",1995,-0.22,0,0,"HEIDKE",0.07,NA,NA,-0.01,0.05,NA,NA,NA,0.09,0,NA,NA,0.04,-0.07,NA,NA,-0.02,NA,0.01,NA,0.04,0.07,NA,NA,0.16,-0.02,0.03,NA,0.08,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,NA,-0.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",10,"Marara","Leve",1995,1.37,0.23,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0.02,NA,-0.03,0,NA,NA,0.07,0.24,0.29,NA,0.34,0.29,NA,NA,0.19,0,0.05,NA,NA,0.11,NA,NA,NA,0.18,NA,NA,0.1,0.17,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",10,"Marara","Moderado",1995,1.37,0.15,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,0.02,0.03,-0.03,NA,NA,NA,0.03,NA,0.06,0.13,0.21,NA,0.11,0.2,0.13,NA,NA,0,NA,NA,0.05,0.1,NA,NA,NA,0,0.06,NA,NA,0.12,0.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",11,"Chibuto","Leve",1995,-0.38,0.16,0,"HEIDKE",0.03,NA,NA,0.06,0.09,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.19,NA,NA,NA,0.06,0.14,0.04,NA,0.09,NA,0.13,0.19,NA,0.24,NA,0,NA,NA,0.11,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.1,NA,NA,NA,NA,NA,-0.07,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"SPI ND",11,"Chibuto","Moderado",1995,-0.38,0.08,0,"HEIDKE",0.06,NA,NA,NA,NA,NA,NA,0.09,0.14,NA,0.06,NA,NA,NA,-0.01,NA,0.02,-0.08,0,NA,0.03,0.07,0.1,0.15,NA,NA,0.01,NA,0.1,0.15,NA,NA,0.21,NA,0.03,NA,0.09,NA,NA,NA,NA,NA,NA,NA,0.16,NA,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",11,"Chibuto","Severo",1995,-0.38,0.02,0,"HEIDKE",0.06,NA,0.09,NA,0.01,NA,0.03,-0.03,-0.01,NA,NA,NA,-0.03,NA,0,NA,0.03,NA,NA,NA,0.15,0.05,-0.06,NA,NA,-0.02,NA,NA,NA,0.09,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",11,"Guija","Leve",1995,-0.22,0.14,0,"HEIDKE",0.05,NA,NA,NA,0.08,NA,NA,NA,0.11,0.14,NA,NA,NA,NA,0.2,NA,0.24,NA,0.15,NA,0.1,NA,NA,0.13,0.21,NA,0.2,NA,0.25,0.3,NA,0.18,NA,NA,0.1,NA,NA,-0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,-0.07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"SPI ND",11,"Guija","Moderado",1995,-0.22,0.04,0,"HEIDKE",0.05,NA,NA,NA,0.07,NA,NA,NA,0.03,NA,NA,NA,0.05,NA,0.09,0,NA,0.02,0.07,NA,-0.05,-0.02,0.04,0.07,NA,-0.05,NA,0.03,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,0.2,NA,NA,NA,-0.06,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",11,"Guija","Severo",1995,-0.22,0.01,0,"HEIDKE",0.05,0.07,-0.01,NA,NA,NA,0.03,NA,0.05,-0.05,-0.03,NA,-0.11,NA,-0.07,NA,0.01,NA,0.11,NA,NA,-0.05,-0.02,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,0.2,-0.06,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",6,"Chibuto","Leve",1995,-0.38,0.21,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,NA,NA,NA,NA,-0.02,NA,0.05,0.08,NA,0.12,0.28,0.24,0.29,NA,0.39,0.35,NA,0.47,NA,0.43,0.31,0.18,NA,0.03,-0.13,-0.07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",6,"Chibuto","Moderado",1995,-0.38,0.14,0,"HEIDKE",NA,NA,NA,NA,NA,-0.05,NA,NA,NA,NA,-0.04,NA,0.01,NA,0.06,NA,0.11,0.14,0.08,0.14,0.18,NA,0.15,0.05,0.1,0.15,0.21,NA,NA,NA,0.28,0.09,0.16,-0.07,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",6,"Chibuto","Severo",1995,-0.38,0.09,0,"HEIDKE",NA,NA,NA,-0.05,NA,NA,NA,-0.04,NA,0.03,0.06,0.08,0.11,0.14,NA,0.17,0.18,0.07,0.01,NA,0.15,NA,0.21,0.35,NA,NA,NA,0.16,-0.07,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",6,"Guija","Leve",1995,-0.22,0.23,0,"HEIDKE",NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,0,NA,0.03,0.06,0.09,0.12,0.19,0.23,0.31,NA,0.36,0.42,0.48,NA,0.3,NA,NA,0.37,NA,0.44,0.29,0.12,NA,NA,NA,-0.07,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",6,"Guija","Moderado",1995,-0.22,0.15,0,"HEIDKE",NA,NA,NA,NA,0.02,NA,NA,0.03,-0.04,NA,NA,NA,NA,-0.03,0.03,0.05,0.09,NA,0.12,0.02,0.17,0.21,0.16,0.21,0.27,NA,NA,NA,NA,NA,0.13,NA,NA,-0.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",6,"Guija","Severo",1995,-0.22,0.09,0,"HEIDKE",NA,NA,NA,NA,-0.06,NA,-0.04,NA,-0.03,0.01,0.05,NA,0.09,NA,0.18,0.1,0.17,0.21,0.16,NA,0.21,0.27,0.34,NA,0.2,NA,-0.06,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Changara","Leve",1995,1.14,0.34,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,0.05,NA,NA,0.11,NA,NA,0.03,0.09,0.03,0.1,0,0.11,-0.08,-0.04,NA,NA,0,0.05,-0.1,NA,NA,-0.05,-0.18,NA,NA,NA,-0.12,NA,NA,NA,-0.07,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Chibuto","Leve",1995,-0.38,0.28,0,"HEIDKE",NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,0.06,0.12,NA,NA,NA,0.08,0.12,0.07,NA,0.19,0.24,0.14,NA,-0.07,NA,NA,NA,0.02,-0.05,NA,NA,0,NA,-0.08,NA,NA,-0.03,0.1,NA,NA,NA,0.17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Chibuto","Moderado",1995,-0.38,0.2,0,"HEIDKE",NA,NA,NA,NA,0.02,NA,0.04,NA,NA,0.06,0.09,NA,0.11,NA,0.06,0.08,0.17,NA,0.29,0.22,0.27,0.19,NA,0.24,0.15,NA,NA,NA,-0.02,NA,NA,NA,0.16,0.24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Chibuto","Severo",1995,-0.38,0.12,0,"HEIDKE",NA,NA,NA,NA,0.04,NA,0.06,0.09,0.11,NA,NA,0.17,0.3,0.21,0.29,NA,0.33,0.27,0.05,NA,0.1,NA,0.15,NA,0.03,NA,0.09,NA,0.24,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Guija","Leve",1995,-0.22,0.21,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,0.02,0.08,NA,0.11,NA,0.14,NA,0.06,0.09,0.12,NA,0.03,0.06,0.1,0.13,NA,0.17,NA,0.07,0.2,0.25,0.05,NA,NA,NA,0.1,NA,0,NA,NA,0.06,NA,NA,0.12,0.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Guija","Moderado",1995,-0.22,0.14,0,"HEIDKE",NA,0.02,NA,NA,NA,NA,NA,0.03,0.07,NA,0.01,0.03,NA,NA,0.09,0.12,0.15,0.18,0.21,NA,0.25,0.29,0.17,0.04,0.07,0.11,0.16,0.27,NA,0.08,NA,0.13,0.2,NA,0.29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",7,"Guija","Severo",1995,-0.22,0.09,0,"HEIDKE",0.02,NA,NA,NA,NA,0.03,0.07,NA,0.11,0.07,0.12,NA,NA,0.15,0.25,NA,NA,NA,0.13,0.17,0.07,0.16,0.03,NA,0.08,NA,0.2,NA,NA,NA,NA,0.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Changara","Moderado",1995,1.14,0.21,0,"HEIDKE",0.02,NA,NA,NA,0.04,NA,NA,-0.04,NA,NA,NA,NA,-0.01,0.01,0.03,0.11,NA,NA,0.02,0.08,-0.02,0.01,-0.14,NA,-0.1,-0.06,NA,-0.02,0.09,NA,NA,NA,NA,-0.12,NA,NA,NA,NA,-0.07,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Chibuto","Leve",1995,-0.38,0.28,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.02,NA,0.05,0.08,NA,0.12,NA,NA,0.03,NA,-0.05,NA,NA,0.02,0.06,NA,0,0.04,0.09,NA,0.13,0.19,0.18,NA,NA,0.24,-0.03,NA,NA,0.1,0.17,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Chibuto","Moderado",1995,-0.38,0.19,0,"HEIDKE",NA,NA,NA,0.02,NA,NA,0.04,0.09,NA,0.01,NA,0.03,-0.03,-0.01,NA,NA,NA,NA,-0.08,-0.06,0,0.03,-0.06,-0.02,0.01,0.1,0.21,NA,0.03,NA,0.09,0.16,0.24,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Guija","Leve",1995,-0.22,0.24,0,"HEIDKE",NA,NA,NA,NA,NA,NA,0.02,NA,-0.05,NA,-0.03,0,NA,NA,0.03,0.06,NA,-0.03,0,NA,0.03,NA,NA,-0.03,0.03,0.07,0.2,NA,0.25,0.3,0.36,NA,0.24,0.37,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Moderado",1995,1.37,0.24,0,"HEIDKE",NA,0.02,NA,NA,0.05,NA,NA,NA,NA,0.08,NA,0.03,NA,0.06,NA,NA,0.15,0.23,NA,0.27,0.04,-0.08,NA,-0.04,-0.1,NA,NA,-0.05,0,NA,NA,-0.18,NA,-0.12,NA,NA,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",8,"Marara","Severo",1995,1.37,0.16,0,"HEIDKE",0.02,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,NA,NA,0.09,0.04,NA,0.05,0.09,0.11,NA,-0.01,-0.17,-0.15,NA,NA,-0.14,NA,NA,-0.12,-0.06,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Changara","Severo",1995,1.14,0.16,0,"HEIDKE",0.02,NA,NA,0.05,0.07,0.09,NA,NA,0.14,NA,0.09,NA,0.02,0.04,0.07,0.04,-0.02,NA,NA,NA,0.03,0.13,NA,NA,0.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Chibuto","Leve",1995,-0.38,0.2,0,"HEIDKE",NA,NA,NA,0.03,NA,NA,NA,0.06,NA,NA,0.09,NA,NA,NA,NA,0.12,NA,NA,0.2,0.12,0.16,0.02,0.06,0,NA,NA,-0.02,NA,0.02,0.07,0.12,NA,0.24,0.31,0.38,NA,NA,NA,0.46,0.32,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Chibuto","Moderado",1995,-0.38,0.18,0,"HEIDKE",0.02,NA,NA,NA,NA,0.04,NA,0.06,NA,NA,NA,NA,0.01,NA,0.06,0.08,0.14,0.17,0.11,0.14,0.03,0.1,0.19,NA,NA,0.24,0.3,0.36,0.21,0.28,NA,NA,0.35,NA,0.44,NA,0.24,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Chibuto","Severo",1995,-0.38,0.12,0,"HEIDKE",0.02,NA,NA,NA,0.04,NA,0.06,NA,NA,-0.01,0.03,NA,0.11,0.14,0.11,0.14,0.15,NA,0.19,NA,NA,0.1,NA,0.21,NA,NA,NA,0.28,0.35,NA,0.44,NA,NA,0.24,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Guija","Leve",1995,-0.22,0.2,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.08,NA,NA,NA,NA,0.11,0.14,NA,0.12,NA,0.23,0.13,0.07,0.11,0.15,0.04,0.08,NA,0.24,NA,0.3,NA,0.37,NA,NA,NA,NA,NA,0.29,NA,NA,0.37,0.2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Guija","Moderado",1995,-0.22,0.2,0,"HEIDKE",NA,NA,0.02,NA,NA,NA,NA,0.03,NA,0.05,0.07,NA,-0.01,NA,0.05,0.07,-0.11,NA,0.01,NA,0.07,NA,NA,0.11,NA,0.16,NA,0.21,0.34,NA,0.42,0.2,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Guija","Severo",1995,-0.22,0.2,0,"HEIDKE",0.02,NA,NA,0.03,NA,NA,NA,0.05,0.07,0.01,0.05,NA,0,0.02,0.04,-0.05,NA,0.01,0.04,NA,0.11,0.16,0.34,NA,NA,NA,0.52,NA,NA,NA,0.29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI ND",9,"Marara","Severo",1995,1.37,0.12,0,"HEIDKE",NA,NA,NA,0.01,0.03,0.04,NA,NA,0.05,0.09,NA,0.11,-0.07,-0.06,NA,-0.05,0.01,0.06,NA,0.09,-0.14,-0.12,NA,NA,-0.09,-0.06,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Leve",1995,-0.26,0.24,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.03,-0.05,-0.04,-0.03,NA,-0.02,0.01,0.02,0.05,0.07,0.11,0.14,0.21,NA,0.25,0.09,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,-0.06,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",1995,-0.26,0.12,0,"HEIDKE",NA,NA,NA,NA,NA,NA,-0.07,NA,-0.05,-0.04,NA,-0.03,0.04,0.05,0.07,0.1,NA,NA,0.16,0.2,0.26,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,0.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1995,-0.78,0.36,1,"HEIDKE",NA,0.02,NA,NA,0.04,NA,0.06,0.09,NA,NA,0.11,NA,0.17,NA,0.08,0.11,NA,NA,NA,0.17,0.25,NA,NA,0.18,0.22,NA,0.27,0.32,NA,0.37,NA,NA,0.24,NA,NA,0.3,0.28,NA,0.35,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Moderado",1995,-0.78,0.26,0,"HEIDKE",0.01,NA,NA,0.02,0.03,0.03,0.05,NA,-0.04,NA,-0.04,-0.03,NA,NA,-0.03,-0.01,0.01,NA,0.02,NA,NA,NA,0.04,NA,0.05,0.07,0.1,0.12,0.16,0.2,NA,0.26,0.34,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Severo",1995,-0.78,0.21,0,"HEIDKE",0.01,0.03,NA,0.04,0.05,NA,NA,NA,-0.04,-0.03,-0.02,NA,0,0.01,0.02,0.04,0.05,NA,0.07,NA,NA,0.1,0.12,0.2,NA,NA,NA,NA,NA,0.34,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Guija","Leve",1995,-0.69,0.38,1,"HEIDKE",NA,NA,NA,0.02,NA,NA,0.06,NA,NA,NA,0.09,0.14,NA,NA,0.11,NA,NA,0.14,NA,0.17,0.21,NA,0.11,NA,NA,0,0.07,0.1,0.15,NA,NA,0.19,0.36,NA,NA,0.44,NA,NA,0.35,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"SPI NDJ",10,"Guija","Moderado",1995,-0.69,0.27,0,"HEIDKE",NA,0.01,0.03,NA,0.04,0.05,NA,NA,0.06,0.08,0.11,NA,0.04,NA,NA,NA,0.05,0.07,0.09,NA,0.11,NA,NA,NA,0.21,NA,0.25,0.29,NA,0.42,NA,NA,0.63,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Guija","Severo",1995,-0.69,0.18,0,"HEIDKE",0.01,0.03,0.03,NA,0.05,NA,NA,0.07,-0.03,-0.02,NA,NA,-0.01,NA,0.02,0.04,0.05,NA,0.1,NA,NA,0.12,0.16,NA,NA,NA,NA,NA,0.2,NA,NA,0.34,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Marara","Leve",1995,-0.07,0.33,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,0.07,0.09,NA,NA,0,0.02,NA,0.03,0.12,0.02,NA,NA,0.05,0.14,NA,0.22,0.03,NA,NA,0.08,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,-0.06,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Marara","Moderado",1995,-0.07,0.21,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.03,NA,0.04,0.08,NA,NA,-0.01,0,0.05,NA,0.1,0.16,0.26,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,0.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Marara","Severo",1995,-0.07,0.17,0,"HEIDKE",NA,NA,NA,NA,NA,NA,NA,0.01,0.04,-0.04,NA,-0.02,0.02,0.07,NA,0.1,0.12,0.2,NA,NA,0.26,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,0.65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
